Date,Hour,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK,XK
07/01/2015 21:00,21,0.3115,0.06063,0.011,0.52107,0.29855,0.08268,0.1867,0.4239,0.50533,0.63702,0.52787,0.04728,0.32533,0.32611,0.02105,0.00501,0.65091,0.00606,0.65973,0.15499,0.41576,0.0,0.0,0.67349,0.38328,0.24705,0.06989,0.25925,0.0208,0.38355,0.10203,0.00177,0.759516936,0.3115
07/01/2015 22:00,22,0.292,0.05446,0.0095,0.57102,0.28325,0.12279,0.19921,0.46659,0.52297,0.63833,0.49913,0.05397,0.311,0.36156,0.01845,0.00205,0.64426,0.00521,0.61367,0.19867,0.38931,0.0,0.0,0.68693,0.40696,0.23326,0.07575,0.24236,0.022,0.45757,0.04975,0.00106,0.748532447,0.292
07/01/2015 23:00,23,0.266,0.04172,0.011,0.60757,0.25971,0.1123,0.2146,0.50195,0.5349,0.64018,0.47064,0.06327,0.29031,0.39153,0.021,0.00153,0.64061,0.00524,0.56791,0.23848,0.43662,0.0,0.0,0.69598,0.43035,0.22603,0.07939,0.22596,0.0228,0.5388,0.03486,0.00106,0.736126622,0.266
08/01/2015 00:00,0,0.239,0.03146,0.013,0.63286,0.22929,0.1474,0.22574,0.52946,0.54204,0.63912,0.44444,0.07678,0.2845,0.41348,0.02441,0.00107,0.6365,0.00467,0.53714,0.28076,0.42948,0.0,0.0,0.7008,0.45115,0.22907,0.08119,0.21444,0.0215,0.60751,0.02324,0.00071,0.720949668,0.239
08/01/2015 01:00,1,0.21,0.02754,0.0145,0.65028,0.2015,0.18013,0.23752,0.55481,0.54665,0.63583,0.41668,0.09061,0.29633,0.43128,0.02794,0.00066,0.62919,0.00571,0.49948,0.31391,0.42424,0.0,0.0,0.70216,0.46023,0.24587,0.08537,0.20884,0.0155,0.67828,0.01307,0.00106,0.706405192,0.21
08/01/2015 02:00,2,0.1775,0.02756,0.016,0.66327,0.18501,0.20265,0.24328,0.57995,0.54829,0.63495,0.38504,0.10539,0.32084,0.44904,0.03087,0.00025,0.6188,0.01137,0.47783,0.34912,0.42368,0.0,0.0,0.70198,0.46828,0.27176,0.09592,0.20652,0.0213,0.75462,0.00617,0.00106,0.684624881,0.1775
08/01/2015 03:00,3,0.135,0.03566,0.0135,0.6631,0.15912,0.21244,0.25639,0.59232,0.54261,0.63877,0.35323,0.10473,0.33106,0.46221,0.02566,6e-05,0.60528,0.01392,0.47769,0.36688,0.43381,0.0,0.0,0.70146,0.46477,0.30005,0.10415,0.18395,0.0233,0.82382,0.00436,0.00106,0.652686926,0.135
08/01/2015 04:00,4,0.0995,0.04363,0.0105,0.65157,0.12859,0.3195,0.27996,0.59179,0.53241,0.63464,0.32216,0.10242,0.33316,0.48094,0.01986,0.00022,0.58371,0.01524,0.49208,0.37762,0.45714,0.0,0.0,0.69721,0.48083,0.32861,0.11192,0.15447,0.0243,0.86479,0.0029,0.00106,0.619467553,0.0995
08/01/2015 05:00,5,0.0665,0.04769,0.0085,0.64405,0.10631,0.31523,0.30775,0.588,0.50512,0.641,0.28899,0.09965,0.34411,0.50479,0.01666,0.00046,0.58256,0.0167,0.52121,0.38739,0.48909,0.0,0.0,0.68693,0.48537,0.36793,0.11887,0.12867,0.033,0.87937,0.00109,0.00177,0.59738145,0.0665
08/01/2015 06:00,6,0.044,0.05879,0.0085,0.64448,0.09056,0.33236,0.32728,0.57968,0.46523,0.64509,0.26113,0.09529,0.36275,0.5345,0.01638,0.00127,0.59068,0.02258,0.55366,0.39008,0.51545,0.0,0.0,0.6653,0.49173,0.41373,0.1136,0.09932,0.0245,0.87519,0.0,0.00639,0.580289965,0.044
08/01/2015 07:00,7,0.0265,0.07156,0.0145,0.66478,0.06786,0.38059,0.3381,0.56827,0.43126,0.63863,0.2329,0.09363,0.36675,0.57004,0.02745,0.00193,0.59814,0.02047,0.57956,0.40018,0.52662,0.0,0.0,0.63271,0.51263,0.45499,0.09866,0.06467,0.0108,0.85249,0.0,0.01207,0.578069009,0.0265
08/01/2015 08:00,8,0.017,0.08212,0.018,0.68386,0.04923,0.36968,0.33922,0.5551,0.40158,0.63938,0.21424,0.08997,0.36428,0.59765,0.03413,0.00376,0.58141,0.01252,0.5961,0.43176,0.53442,0.0,0.0,0.58334,0.52511,0.48133,0.08147,0.04047,0.0035,0.81857,0.0,0.01952,0.579062362,0.017
08/01/2015 09:00,9,0.0145,0.08679,0.0195,0.72423,0.03462,0.28825,0.36507,0.55432,0.37805,0.63878,0.19822,0.08245,0.37671,0.62854,0.03733,0.0102,0.57233,0.01249,0.64001,0.51839,0.53909,0.0,0.0,0.52842,0.5269,0.51917,0.0613,0.03291,0.003,0.78012,0.0,0.03443,0.588890788,0.0145
08/01/2015 10:00,10,0.0145,0.09799,0.019,0.74421,0.02516,0.28394,0.41055,0.5671,0.35007,0.63156,0.1907,0.08081,0.40424,0.65295,0.03613,0.02158,0.56282,0.01679,0.68449,0.60121,0.54173,0.0,0.0,0.46839,0.53172,0.56341,0.05956,0.03065,0.002,0.7217,0.00182,0.05538,0.597203545,0.0145
08/01/2015 11:00,11,0.014,0.11905,0.017,0.74272,0.01872,0.25176,0.48503,0.60155,0.33163,0.63695,0.18331,0.09235,0.42172,0.67324,0.03293,0.03792,0.52155,0.02257,0.72307,0.67426,0.54571,0.0,0.0,0.42981,0.53147,0.60252,0.06253,0.02962,0.0013,0.65637,0.00654,0.08626,0.593919595,0.014
08/01/2015 12:00,12,0.0145,0.14104,0.012,0.72422,0.0135,0.35125,0.57289,0.62257,0.32114,0.64079,0.17902,0.10258,0.42284,0.68442,0.02327,0.06051,0.48341,0.03332,0.74955,0.73088,0.54134,0.0,0.0,0.38679,0.53,0.63315,0.06249,0.02751,0.0003,0.5874,0.00835,0.12567,0.591314973,0.0145
08/01/2015 13:00,13,0.0215,0.17263,0.0065,0.68262,0.00967,0.47224,0.66956,0.64416,0.29556,0.64784,0.17768,0.10844,0.42004,0.67623,0.01204,0.08563,0.47697,0.03245,0.76859,0.7758,0.54048,0.0,0.0,0.30827,0.52744,0.66503,0.06389,0.02634,0.0003,0.5263,0.00218,0.16116,0.579840456,0.0215
08/01/2015 14:00,14,0.0245,0.20138,0.006,0.65421,0.0097,0.56583,0.7678,0.64211,0.27548,0.65046,0.17827,0.10738,0.41544,0.64107,0.01107,0.10008,0.5145,0.03098,0.77394,0.78364,0.53537,0.0,0.0,0.29991,0.52219,0.69871,0.06843,0.0266,0.002,0.47951,0.00218,0.1853,0.550721747,0.0245
08/01/2015 15:00,15,0.0245,0.24997,0.006,0.60939,0.01369,0.63519,0.85158,0.65915,0.28766,0.6456,0.18902,0.10029,0.40734,0.58872,0.01172,0.13194,0.56465,0.02746,0.77744,0.77607,0.52442,0.0,0.0,0.38005,0.51938,0.6888,0.07665,0.02674,0.0103,0.44713,0.00109,0.2169,0.520676163,0.0245
08/01/2015 16:00,16,0.021,0.29592,0.0095,0.50366,0.01276,0.6876,0.93243,0.66898,0.29882,0.63748,0.19903,0.09693,0.39644,0.54065,0.01801,0.17232,0.61571,0.03356,0.7668,0.74446,0.51615,0.0,0.0,0.39351,0.51215,0.64902,0.09004,0.02568,0.0305,0.43944,0.0,0.23855,0.503572016,0.021
08/01/2015 17:00,17,0.0215,0.33825,0.011,0.43435,0.01498,0.71397,0.95,0.67061,0.31007,0.62545,0.20958,0.10879,0.39105,0.48561,0.02062,0.20863,0.68459,0.04431,0.74112,0.65254,0.49853,0.0,0.0,0.45218,0.50163,0.63054,0.10193,0.03014,0.0765,0.44,0.00145,0.26447,0.500933207,0.0215
08/01/2015 18:00,18,0.0265,0.39215,0.012,0.43273,0.01587,0.75084,0.95,0.67162,0.34384,0.60943,0.22198,0.12936,0.3607,0.43861,0.02284,0.24903,0.71917,0.05924,0.70069,0.45587,0.46974,0.0,0.0,0.54778,0.49239,0.62206,0.10901,0.03811,0.1168,0.44708,0.00508,0.29393,0.516207661,0.0265
08/01/2015 19:00,19,0.0385,0.43577,0.0135,0.46856,0.01494,0.71518,0.95,0.69726,0.39338,0.5798,0.2347,0.14641,0.32284,0.41024,0.02539,0.28817,0.72651,0.07482,0.66979,0.3323,0.4555,0.0,0.0,0.60016,0.47855,0.6386,0.11761,0.04597,0.1345,0.46726,0.02505,0.32694,0.567551757,0.0385
08/01/2015 20:00,20,0.053,0.46884,0.0145,0.48243,0.01171,0.66838,0.95,0.72501,0.42757,0.5525,0.26085,0.16264,0.2703,0.38929,0.02778,0.25942,0.72971,0.08655,0.6286,0.36972,0.4361,0.0,0.0,0.62005,0.45173,0.66156,0.12402,0.07382,0.1388,0.5078,0.03195,0.4054,0.640258943,0.053
08/01/2015 21:00,21,0.0735,0.51983,0.0215,0.5003,0.00654,0.5825,0.95,0.74439,0.45776,0.50699,0.27107,0.17699,0.22151,0.40567,0.04015,0.25216,0.73071,0.09295,0.57312,0.33382,0.39814,0.001,0.001,0.62093,0.4415,0.73903,0.14349,0.12321,0.1433,0.57722,0.05374,0.42989,0.722552707,0.0735
08/01/2015 22:00,22,0.068,0.77608,0.022,0.53856,0.01036,0.48849,0.95,0.73915,0.47594,0.44612,0.26962,0.18742,0.17764,0.4629,0.04183,0.22988,0.73056,0.09679,0.52283,0.29688,0.35879,0.0,0.0,0.6148,0.43129,0.81645,0.18692,0.1865,0.121,0.61829,0.08243,0.48172,0.77357265,0.068
08/01/2015 23:00,23,0.0535,0.89188,0.022,0.62351,0.03859,0.44016,0.95,0.73368,0.47883,0.3843,0.24842,0.18355,0.14995,0.5198,0.04156,0.23415,0.7281,0.09338,0.48143,0.31621,0.31719,0.0,0.0,0.6328,0.42187,0.86899,0.21509,0.23302,0.077,0.64726,0.07952,0.60632,0.787822096,0.0535
09/01/2015 00:00,0,0.0345,0.95,0.0235,0.70655,0.0635,0.49234,0.95,0.72567,0.46492,0.31643,0.21475,0.17973,0.12346,0.56495,0.0446,0.33102,0.72603,0.09378,0.42849,0.39894,0.26554,0.0,0.0,0.67821,0.38688,0.88983,0.22787,0.27229,0.0595,0.67032,0.06028,0.79624,0.77351377,0.0345
09/01/2015 01:00,1,0.014,0.95,0.0195,0.74884,0.08322,0.47851,0.95,0.73545,0.4405,0.25619,0.18358,0.18096,0.10458,0.60624,0.03754,0.47943,0.72179,0.09331,0.40192,0.50293,0.22515,0.0,0.0,0.70429,0.34631,0.89535,0.2386,0.3073,0.0615,0.67604,0.05374,0.88214,0.771968978,0.014
09/01/2015 02:00,2,0.006,0.95,0.0185,0.76689,0.10555,0.64559,0.95,0.76577,0.41764,0.20515,0.16296,0.18316,0.0924,0.64089,0.03537,0.59246,0.71248,0.0901,0.43612,0.58457,0.24329,0.0,0.0,0.71159,0.31706,0.89655,0.2463,0.34557,0.0708,0.67789,0.04176,0.87611,0.770503324,0.006
09/01/2015 03:00,3,0.005,0.95,0.021,0.77753,0.16434,0.66462,0.95,0.80759,0.40186,0.19961,0.15285,0.20143,0.08147,0.67613,0.03781,0.7008,0.69958,0.08855,0.53797,0.63527,0.32381,0.002,0.002,0.71216,0.30779,0.90024,0.24561,0.41355,0.123,0.67468,0.0345,0.88072,0.771720165,0.005
09/01/2015 04:00,4,0.012,0.95,0.0245,0.78464,0.23843,0.66425,0.95,0.86094,0.42547,0.21566,0.15737,0.21994,0.0817,0.71296,0.03158,0.72417,0.68002,0.08172,0.62696,0.70587,0.39861,0.016,0.016,0.71019,0.27979,0.89644,0.24501,0.48791,0.237,0.62547,0.02215,0.87043,0.772545742,0.012
09/01/2015 05:00,5,0.0375,0.95,0.0475,0.78869,0.30479,0.68254,0.95,0.91303,0.48543,0.23307,0.16537,0.22452,0.08808,0.73634,0.02306,0.71986,0.66482,0.07916,0.70332,0.75789,0.4532,0.071,0.071,0.70942,0.25318,0.89656,0.24676,0.55438,0.3128,0.55727,0.01162,0.82251,0.768905983,0.0375
09/01/2015 06:00,6,0.0525,0.95,0.0615,0.78935,0.34857,0.68491,0.95,0.94957,0.52296,0.25066,0.1575,0.23344,0.09645,0.74272,0.01904,0.65133,0.63014,0.06801,0.75394,0.77762,0.47623,0.103,0.103,0.71051,0.22903,0.89262,0.25565,0.59785,0.3623,0.51004,0.00581,0.68761,0.762975625,0.0525
09/01/2015 07:00,7,0.0575,0.95169,0.065,0.7891,0.33444,0.68552,0.95,0.9654,0.53852,0.26249,0.1361,0.22325,0.10574,0.74323,0.01552,0.53509,0.5874,0.05841,0.77787,0.78007,0.47472,0.114,0.114,0.71203,0.16406,0.88872,0.27456,0.5994,0.2975,0.46296,0.0029,0.58431,0.755447293,0.0575
09/01/2015 08:00,8,0.04,0.87362,0.045,0.78941,0.34653,0.73691,0.95,0.96632,0.54024,0.26443,0.11714,0.20918,0.1197,0.7429,0.00922,0.45895,0.56695,0.04974,0.77689,0.78956,0.46506,0.08,0.08,0.70414,0.15239,0.87467,0.25175,0.60517,0.2363,0.42255,0.00218,0.47,0.726388731,0.04
09/01/2015 09:00,9,0.04,0.76616,0.0445,0.79019,0.41701,0.7312,0.95,0.96848,0.54132,0.25557,0.09638,0.17297,0.13824,0.73331,0.00819,0.3273,0.5908,0.06062,0.76711,0.79616,0.45619,0.08,0.08,0.70413,0.16473,0.86952,0.15884,0.64046,0.236,0.39915,0.00145,0.42563,0.685470719,0.04
09/01/2015 10:00,10,0.0695,0.82733,0.073,0.78879,0.50041,0.80506,0.95,0.97062,0.54243,0.24347,0.0994,0.16105,0.1603,0.72866,0.00982,0.33078,0.65206,0.08705,0.76454,0.79383,0.45922,0.136,0.136,0.7041,0.16407,0.86648,0.10403,0.6653,0.24,0.35521,0.0069,0.59141,0.654715416,0.0695
09/01/2015 11:00,11,0.11,0.86793,0.1135,0.7875,0.4982,0.85344,0.95,0.97299,0.5404,0.24016,0.10433,0.15834,0.18154,0.74861,0.01693,0.3821,0.69846,0.11592,0.7602,0.7909,0.46229,0.209,0.209,0.71169,0.18041,0.87635,0.10556,0.66882,0.2413,0.3445,0.01924,0.69684,0.630754036,0.11
09/01/2015 12:00,12,0.1405,0.91084,0.1485,0.78364,0.50812,0.8786,0.95,0.97236,0.53617,0.24154,0.10406,0.16343,0.20077,0.77154,0.03662,0.50058,0.72359,0.13581,0.71213,0.7817,0.43801,0.259,0.259,0.71092,0.19512,0.881,0.12414,0.61983,0.2078,0.32227,0.0305,0.79233,0.615194049,0.1405
09/01/2015 13:00,13,0.1425,0.96366,0.168,0.77692,0.52559,0.89308,0.95,0.96729,0.5312,0.23019,0.09613,0.1888,0.22082,0.78022,0.07558,0.60389,0.72311,0.14634,0.57858,0.75944,0.35268,0.257,0.257,0.71038,0.19958,0.88671,0.12462,0.55891,0.2058,0.29355,0.05556,0.84523,0.612088636,0.1425
09/01/2015 14:00,14,0.1575,0.95,0.2015,0.78028,0.5249,0.89169,0.95,0.96074,0.52891,0.20008,0.09087,0.2064,0.23422,0.7823,0.10395,0.68719,0.73238,0.14787,0.43341,0.75287,0.25013,0.294,0.294,0.70962,0.19905,0.89658,0.12454,0.50129,0.3345,0.27292,0.12672,0.87575,0.604106996,0.1575
09/01/2015 15:00,15,0.174,0.95,0.2455,0.78213,0.46279,0.90474,0.95,0.95024,0.53275,0.1716,0.08851,0.23991,0.25337,0.78275,0.15891,0.74635,0.73211,0.13112,0.31893,0.75805,0.14948,0.325,0.325,0.70574,0.2012,0.89951,0.12684,0.43187,0.481,0.268,0.08206,0.85729,0.606883191,0.174
09/01/2015 16:00,16,0.178,0.95,0.254,0.78318,0.39915,0.92112,0.95,0.93927,0.53226,0.13814,0.08625,0.23545,0.27386,0.78999,0.16786,0.77849,0.73174,0.13423,0.18402,0.75753,0.08069,0.332,0.332,0.69898,0.21279,0.89945,0.13358,0.41699,0.499,0.26423,0.06935,0.85729,0.637285217,0.178
09/01/2015 17:00,17,0.203,0.95,0.2925,0.78817,0.41383,0.92354,0.95,0.92806,0.53181,0.1078,0.08468,0.23612,0.29128,0.79004,0.19238,0.76561,0.7314,0.13824,0.08642,0.7621,0.04165,0.384,0.384,0.68817,0.22737,0.89916,0.15701,0.42829,0.5085,0.25737,0.14161,0.85729,0.677384615,0.203
09/01/2015 18:00,18,0.2315,0.95,0.3455,0.79134,0.39374,0.93886,0.95,0.91118,0.53216,0.0801,0.08247,0.23909,0.30344,0.78947,0.23573,0.78552,0.73129,0.16616,0.05763,0.77756,0.02939,0.444,0.444,0.68462,0.2445,0.90032,0.19805,0.44424,0.5618,0.25626,0.22259,0.85729,0.713104147,0.2315
09/01/2015 19:00,19,0.191,0.95,0.3195,0.79236,0.3719,0.9584,0.95,0.89241,0.52774,0.06247,0.07817,0.25297,0.3176,0.79014,0.27203,0.79499,0.73124,0.22454,0.04756,0.79649,0.02506,0.354,0.354,0.68153,0.25354,0.89949,0.26221,0.53019,0.5515,0.25411,0.28686,0.85729,0.733461855,0.191
09/01/2015 20:00,20,0.184,0.95,0.322,0.79334,0.42165,0.98542,0.95,0.87262,0.514,0.05545,0.07357,0.26596,0.33332,0.7904,0.29845,0.79115,0.73145,0.28563,0.03748,0.79994,0.02597,0.331,0.331,0.68297,0.25499,0.898,0.33136,0.64417,0.5355,0.2523,0.3268,0.85729,0.756377968,0.184
09/01/2015 21:00,21,0.2425,0.95,0.348,0.79026,0.52757,0.98538,0.95,0.86239,0.47629,0.05282,0.0866,0.28599,0.34612,0.79207,0.23958,0.79373,0.73182,0.33226,0.02458,0.79852,0.02446,0.445,0.445,0.70269,0.26693,0.8933,0.35313,0.7495,0.6063,0.24431,0.35875,0.88037,0.778324786,0.2425
09/01/2015 22:00,22,0.304,0.95,0.3975,0.78971,0.62447,0.99448,0.95,0.84443,0.39824,0.07233,0.11486,0.29542,0.35333,0.79265,0.21631,0.79654,0.73208,0.37036,0.01951,0.79958,0.02983,0.568,0.568,0.71171,0.28225,0.89139,0.34629,0.83987,0.6918,0.23198,0.40922,0.8722,0.785292181,0.304
09/01/2015 23:00,23,0.3545,0.95,0.4415,0.78919,0.6668,0.98863,0.95,0.81482,0.29838,0.10369,0.1453,0.29947,0.35768,0.78936,0.2181,0.79622,0.73217,0.40084,0.01658,0.80151,0.03541,0.655,0.655,0.71203,0.31536,0.88524,0.31719,0.90454,0.748,0.21541,0.36892,0.84629,0.785150364,0.3545
10/01/2015 00:00,0,0.406,0.95,0.479,0.78887,0.6888,0.9701,0.95,0.80044,0.20269,0.12452,0.16107,0.30462,0.3558,0.78541,0.20323,0.79747,0.73137,0.44652,0.01238,0.80094,0.03667,0.745,0.745,0.71019,0.33102,0.87799,0.27779,0.95007,0.7965,0.19245,0.32244,0.8186,0.782678696,0.406
10/01/2015 01:00,1,0.487,0.95,0.5445,0.78844,0.72705,0.94011,0.95,0.80889,0.12914,0.13046,0.17215,0.31358,0.34961,0.77817,0.17909,0.79308,0.73164,0.45197,0.01024,0.79952,0.03775,0.901,0.901,0.71121,0.35791,0.86157,0.23231,0.96526,0.8538,0.16641,0.28613,0.77707,0.780850269,0.487
10/01/2015 02:00,2,0.522,0.95,0.5575,0.78776,0.75041,0.91815,0.95,0.83581,0.11304,0.12297,0.19151,0.32553,0.33853,0.77332,0.15397,0.78955,0.73226,0.44914,0.01042,0.79601,0.0342,0.954,0.954,0.71199,0.41835,0.83262,0.18756,0.96647,0.873,0.14293,0.23239,0.72027,0.778961064,0.522
10/01/2015 03:00,3,0.511,0.95,0.555,0.78666,0.79865,0.90302,0.95,0.86352,0.18862,0.12282,0.20741,0.3266,0.31332,0.76167,0.17811,0.75716,0.73227,0.43368,0.01278,0.78914,0.03087,0.923,0.923,0.71186,0.43523,0.77894,0.15679,0.95383,0.8453,0.10392,0.19862,0.61768,0.779463754,0.511
10/01/2015 04:00,4,0.4985,0.95,0.5485,0.79013,0.83029,0.88412,0.95,0.89455,0.32114,0.12373,0.22325,0.31245,0.29267,0.75501,0.21023,0.66538,0.73288,0.40608,0.01121,0.78324,0.02489,0.877,0.877,0.71027,0.42947,0.68574,0.13605,0.9077,0.799,0.08047,0.14887,0.51118,0.778516619,0.4985
10/01/2015 05:00,5,0.502,0.95,0.506,0.79075,0.8443,0.86007,0.95,0.92465,0.4464,0.11531,0.256,0.29651,0.26443,0.74894,0.15896,0.58624,0.7321,0.39048,0.00811,0.7843,0.01823,0.846,0.846,0.71019,0.4482,0.56115,0.11629,0.84235,0.7768,0.09374,0.09078,0.46752,0.782767331,0.502
10/01/2015 06:00,6,0.5255,0.95,0.4735,0.79136,0.83441,0.84619,0.95,0.95348,0.51958,0.09548,0.27819,0.27842,0.23909,0.74828,0.10742,0.57942,0.73196,0.37259,0.00658,0.79362,0.01602,0.835,0.835,0.71019,0.48047,0.46766,0.107,0.77554,0.7268,0.13984,0.05301,0.52787,0.784634378,0.5255
10/01/2015 07:00,7,0.514,0.95,0.4485,0.79175,0.82414,0.83644,0.95,0.97418,0.54945,0.07787,0.26287,0.26137,0.22386,0.74578,0.07807,0.61677,0.73172,0.32734,0.00532,0.80148,0.01139,0.815,0.815,0.71019,0.51069,0.4123,0.09917,0.6905,0.6883,0.24986,0.03885,0.72027,0.78479962,0.514
10/01/2015 08:00,8,0.4925,0.95,0.411,0.79198,0.79861,0.83565,0.95,0.97847,0.55371,0.06409,0.2592,0.22519,0.22056,0.74314,0.05409,0.65294,0.73023,0.30523,0.00361,0.80324,0.01039,0.765,0.765,0.70563,0.52896,0.40665,0.09389,0.60129,0.6345,0.41615,0.03123,0.85907,0.779292814,0.4925
10/01/2015 09:00,9,0.5365,0.95,0.4225,0.792,0.75066,0.8506,0.95,0.9785,0.55256,0.04745,0.27298,0.1526,0.23269,0.74582,0.03684,0.69011,0.72711,0.27874,0.01504,0.8039,0.0184,0.806,0.806,0.68753,0.5456,0.43675,0.0814,0.50501,0.625,0.58902,0.02905,0.87362,0.776002532,0.5365
10/01/2015 10:00,10,0.5745,0.95,0.4535,0.79209,0.67959,0.86699,0.95,0.97577,0.55063,0.04622,0.27818,0.10564,0.24669,0.75549,0.03706,0.70301,0.723,0.26106,0.08196,0.80457,0.06524,0.868,0.868,0.66475,0.52636,0.53651,0.07092,0.43147,0.6385,0.72965,0.02687,0.85729,0.775388414,0.5745
10/01/2015 11:00,11,0.5585,0.95,0.461,0.7921,0.57262,0.86704,0.95,0.96697,0.54956,0.08736,0.26035,0.09198,0.2703,0.76191,0.04324,0.71354,0.71412,0.25376,0.19305,0.80502,0.14303,0.877,0.877,0.66207,0.45269,0.66308,0.06412,0.37615,0.635,0.81458,0.02905,0.8651,0.778805951,0.5585
10/01/2015 12:00,12,0.528,0.95,0.4525,0.79224,0.48824,0.86583,0.95,0.97118,0.54679,0.17682,0.24341,0.10079,0.29155,0.75856,0.04617,0.72163,0.70711,0.22005,0.32759,0.80475,0.2468,0.857,0.857,0.70413,0.44331,0.76622,0.06069,0.3279,0.687,0.86682,0.03413,0.88037,0.780909148,0.528
10/01/2015 13:00,13,0.485,0.95,0.444,0.79259,0.37802,0.86527,0.95,0.97789,0.55046,0.28999,0.20152,0.1162,0.32751,0.74282,0.04172,0.73243,0.70168,0.17355,0.49651,0.80439,0.37074,0.844,0.844,0.71062,0.41824,0.82387,0.06745,0.29293,0.7203,0.88699,0.04357,0.86226,0.772369104,0.485
10/01/2015 14:00,14,0.46,0.95,0.4445,0.78989,0.29697,0.8611,0.95,0.98025,0.54721,0.39856,0.15919,0.13288,0.36793,0.71896,0.03743,0.75217,0.69838,0.13786,0.66563,0.8052,0.48351,0.85,0.85,0.71206,0.39035,0.86569,0.08045,0.26953,0.7648,0.92197,0.07407,0.85729,0.762122191,0.46
10/01/2015 15:00,15,0.454,0.95,0.443,0.73618,0.25663,0.83083,0.95,0.97477,0.54628,0.45793,0.12594,0.12643,0.41122,0.68309,0.03299,0.76319,0.69611,0.1344,0.74349,0.79265,0.51913,0.851,0.851,0.71056,0.36368,0.88149,0.08749,0.28162,0.7033,0.95431,0.07262,0.85729,0.753447293,0.454
10/01/2015 16:00,16,0.439,0.95,0.4205,0.62026,0.2094,0.78027,0.95,0.95315,0.53973,0.52932,0.10839,0.14407,0.44517,0.62554,0.02333,0.76238,0.70112,0.15391,0.78599,0.72913,0.53576,0.817,0.817,0.70798,0.4004,0.88347,0.10113,0.32339,0.611,0.96267,0.06572,0.85729,0.744371003,0.439
10/01/2015 17:00,17,0.3935,0.95,0.3755,0.50877,0.18758,0.74067,0.95,0.92241,0.53152,0.57351,0.08201,0.16948,0.48374,0.55909,0.02257,0.75545,0.70653,0.1807,0.79844,0.48618,0.54182,0.727,0.727,0.70478,0.46265,0.89464,0.13028,0.37412,0.51,0.97398,0.061,0.85729,0.736619183,0.3935
10/01/2015 18:00,18,0.3385,0.95,0.332,0.44184,0.15008,0.72349,0.95,0.89293,0.53205,0.60606,0.05459,0.19433,0.51688,0.49287,0.03109,0.75302,0.70783,0.21599,0.80359,0.32632,0.50307,0.631,0.631,0.70188,0.47008,0.89871,0.15561,0.38715,0.441,0.96642,0.04466,0.85729,0.73174169,0.3385
10/01/2015 19:00,19,0.287,0.95,0.285,0.40607,0.14339,0.7046,0.95,0.85913,0.53408,0.6425,0.03857,0.21368,0.54819,0.44093,0.03044,0.74624,0.70921,0.25528,0.7991,0.23188,0.53628,0.538,0.538,0.69889,0.48695,0.90135,0.16867,0.43801,0.4203,0.95424,0.03014,0.85729,0.727546692,0.287
10/01/2015 20:00,20,0.232,0.95,0.2325,0.40232,0.15445,0.6838,0.95,0.83265,0.53961,0.64458,0.02825,0.21993,0.56437,0.41345,0.02669,0.73939,0.71713,0.28414,0.79951,0.17753,0.53385,0.437,0.437,0.69692,0.50956,0.89916,0.17474,0.50246,0.3625,0.9327,0.02941,0.85729,0.723294714,0.232
10/01/2015 21:00,21,0.216,0.95,0.222,0.38936,0.22006,0.69615,0.95,0.81774,0.54268,0.56665,0.01912,0.23561,0.55666,0.388,0.02544,0.75746,0.72283,0.29265,0.79998,0.16228,0.53004,0.417,0.417,0.69428,0.53114,0.89428,0.15375,0.58996,0.3743,0.89907,0.02578,0.85729,0.724109528,0.216
10/01/2015 22:00,22,0.2035,0.95,0.212,0.38365,0.27413,0.69048,0.95,0.80398,0.54535,0.5731,0.01401,0.25971,0.55598,0.37222,0.02365,0.76969,0.72217,0.28197,0.79949,0.18539,0.53723,0.399,0.399,0.69234,0.5284,0.88541,0.14796,0.66368,0.4083,0.87876,0.02397,0.8793,0.734920544,0.2035
10/01/2015 23:00,23,0.225,0.95,0.2365,0.39313,0.33524,0.66931,0.95,0.78751,0.55004,0.54726,0.01227,0.28266,0.55698,0.37843,0.02279,0.77294,0.72186,0.26868,0.80066,0.1846,0.54277,0.449,0.449,0.69305,0.52186,0.88468,0.1407,0.72781,0.443,0.8719,0.02397,0.847,0.748811016,0.225
11/01/2015 00:00,0,0.2615,0.95,0.2715,0.42893,0.41211,0.63802,0.95,0.76829,0.55218,0.5106,0.02436,0.31146,0.55619,0.41402,0.02333,0.76751,0.72002,0.26151,0.78488,0.18406,0.451,0.519,0.519,0.69434,0.51641,0.8838,0.14592,0.78017,0.4825,0.88826,0.02578,0.8257,0.760670465,0.2615
11/01/2015 01:00,1,0.3355,0.95,0.341,0.48961,0.47994,0.60279,0.95,0.755,0.5531,0.44348,0.05301,0.33192,0.5531,0.46896,0.02246,0.72957,0.71388,0.25865,0.78419,0.20608,0.44758,0.658,0.658,0.69853,0.51012,0.88864,0.14787,0.81923,0.543,0.89981,0.02796,0.78701,0.768842039,0.3355
